User_ID,Basketball,Yoga,Hiking,Cycling,Gym,Swimming,Dancing,Running,Music,Photography,Availability,Past Matches,User Score,Location,Nationality,Languages Spoken,Gender
380,2,2,3,3,1,3,5,4,1,1,"Mon, Tue, Fri, Thu",[469],7.0,Nakhon Ratchasima,Australia,English,Male
381,1,3,3,5,5,5,5,2,1,2,"Thu, Fri, Sat",[367],6.1,Bangkok,Australia,English,Other
382,4,1,3,1,4,5,2,4,1,1,"Mon, Sat, Fri, Sun","[407, 533]",1.9,Udon Thani,Canada,"English, French",Male
383,5,3,1,2,1,1,2,4,2,4,"Sun, Thu, Wed, Sat, Fri",[389],5.5,Chonburi,Sweden,"Swedish, English",Other
384,3,4,3,3,3,3,3,5,4,1,"Tue, Sat, Sun, Fri","[663, 147, 120, 80]",6.0,Phuket,Brazil,"Portuguese, English",Prefer not to say
385,1,3,5,3,5,3,4,3,5,4,"Fri, Sat, Thu","[738, 123, 256, 935]",9.1,Nakhon Si Thammarat,Germany,"German, English",Male
386,3,4,5,4,3,3,3,3,4,3,"Mon, Thu, Fri, Sat, Sun","[384, 16, 409, 430, 42]",3.0,Chonburi,Sweden,"Swedish, English",Female
387,5,2,5,3,5,3,2,3,1,1,"Tue, Mon","[395, 864, 452, 175]",2.0,Surat Thani,Netherlands,"Dutch, English",Other
388,3,3,2,3,4,2,1,2,3,4,"Fri, Wed","[995, 389, 125, 305, 926]",5.6,Chiang Mai,India,"Hindi, English",Prefer not to say
389,2,1,2,5,3,3,2,5,3,2,"Sat, Thu, Tue, Wed, Sun","[328, 732]",7.9,Hat Yai,Germany,"German, English",Other
390,4,5,5,5,3,3,1,4,4,4,"Wed, Tue, Fri, Thu","[698, 209, 57, 396]",8.0,Ayutthaya,Spain,"Spanish, English",Female
391,3,2,3,5,4,5,3,2,5,3,"Sun, Mon","[527, 104, 172, 180, 774]",8.2,Ratchaburi,Canada,"English, French",Prefer not to say
392,1,1,1,5,4,5,1,1,1,2,"Fri, Sun","[2, 527, 849]",2.5,Nakhon Si Thammarat,UK,English,Male
393,2,3,1,1,3,5,4,4,4,1,"Tue, Wed, Sun, Sat","[489, 960, 449, 529]",6.0,Udon Thani,South Korea,"Korean, English",Male
394,5,4,3,1,5,4,2,4,5,5,"Thu, Tue","[315, 285, 729]",6.7,Pattaya,Germany,"German, English",Female
395,4,1,2,5,5,2,2,2,3,1,"Sat, Sun, Wed","[831, 350, 753, 86, 263]",5.7,Nakhon Si Thammarat,UK,English,Prefer not to say
396,5,4,5,4,3,3,4,5,5,3,"Fri, Mon, Sun, Wed","[604, 431]",6.4,Pattaya,Thai,"Thai, English",Female
397,3,1,3,3,4,5,5,2,4,3,"Sun, Wed, Thu","[77, 787, 380, 717]",4.2,Ratchaburi,Germany,"German, English",Male
398,2,1,2,4,4,4,5,4,3,4,"Wed, Fri","[498, 714]",9.1,Samut Prakan,Russia,"Russian, English",Female
399,2,2,5,2,1,5,1,1,3,2,"Thu, Mon, Tue, Sun, Fri",[216],7.1,Chonburi,Australia,English,Other
400,4,5,2,3,5,3,3,5,4,3,"Thu, Sun","[415, 835]",5.7,Nakhon Ratchasima,UK,English,Other
401,2,4,4,3,4,5,2,1,1,2,"Sat, Wed, Fri","[857, 206, 124]",3.3,Surat Thani,Canada,"English, French",Other
402,2,1,1,4,2,1,2,2,4,2,"Sun, Mon, Thu, Wed, Sat","[40, 116, 318, 370, 520]",3.2,Rayong,South Korea,"Korean, English",Other
403,3,3,2,4,5,4,3,4,1,4,"Thu, Mon, Tue","[556, 82, 835, 166]",4.9,Lampang,Brazil,"Portuguese, English",Female
404,1,5,4,3,4,2,5,2,2,2,"Wed, Thu, Tue","[494, 211, 501, 663, 124]",1.9,Udon Thani,Spain,"Spanish, English",Prefer not to say
405,2,5,5,3,5,5,2,1,2,5,"Thu, Fri, Sun","[181, 515]",6.1,Lampang,Canada,"English, French",Male
406,1,4,1,1,3,5,1,2,5,2,"Thu, Wed, Sat, Mon, Fri","[630, 879, 945, 510, 474]",3.3,Ayutthaya,South Korea,"Korean, English",Prefer not to say
407,1,2,2,3,2,1,2,1,2,5,"Wed, Sun",[420],1.2,Chiang Mai,Japan,"Japanese, English",Female
408,2,1,3,3,4,5,3,1,3,4,"Thu, Fri, Tue","[182, 664, 519, 923]",9.2,Nakhon Si Thammarat,France,"French, English",Female
409,4,4,1,4,4,1,3,5,3,3,"Tue, Thu, Wed",[724],7.2,Ayutthaya,Russia,"Russian, English",Prefer not to say
410,3,2,1,2,2,1,3,2,1,2,"Wed, Mon, Fri, Thu, Sat","[770, 114, 779, 123, 759]",8.5,Khon Kaen,India,"Hindi, English",Prefer not to say
411,1,1,1,2,4,4,1,1,4,4,"Tue, Sun, Fri, Sat",[395],8.3,Lampang,Spain,"Spanish, English",Male
412,4,2,3,1,2,5,5,4,3,5,"Sun, Wed, Sat","[899, 950, 871, 772, 136]",6.4,Pattaya,Netherlands,"Dutch, English",Prefer not to say
413,5,5,4,4,5,4,5,3,4,4,"Thu, Sun, Fri","[298, 324, 933, 349, 405]",6.7,Nakhon Ratchasima,Germany,"German, English",Prefer not to say
414,4,3,2,3,3,1,1,5,4,2,"Mon, Tue, Thu, Wed","[162, 729]",9.0,Samut Prakan,Canada,"English, French",Female
415,5,3,3,1,1,2,2,4,3,1,"Mon, Sat","[353, 267]",2.5,Nakhon Si Thammarat,Germany,"German, English",Male
416,4,1,3,1,1,4,4,5,1,2,"Wed, Thu","[280, 736]",8.8,Bangkok,Australia,English,Female
417,3,5,2,4,2,3,5,5,2,3,"Tue, Sat, Fri, Sun, Mon","[55, 677, 928]",1.2,Chiang Mai,China,"Mandarin, English",Female
418,5,5,2,4,2,2,4,4,3,3,"Mon, Wed",[646],3.5,Hat Yai,Australia,English,Female
419,5,5,4,3,2,4,5,2,1,4,"Sat, Tue, Mon, Wed, Thu","[971, 666]",2.8,Phuket,India,"Hindi, English",Other
420,1,2,3,4,1,3,2,1,1,2,"Thu, Mon, Tue, Wed, Fri","[297, 242, 413, 290]",2.9,Phuket,Spain,"Spanish, English",Female
421,5,2,5,1,3,1,5,5,3,3,"Sun, Fri, Mon, Thu","[939, 847, 256, 841, 537]",1.4,Ratchaburi,China,"Mandarin, English",Male
422,2,1,4,1,2,5,1,2,1,4,"Fri, Thu, Tue, Wed, Mon","[900, 753]",8.7,Ratchaburi,Thai,"Thai, English",Female
423,1,5,1,4,5,2,3,1,2,2,"Mon, Sat, Thu","[442, 982, 62]",5.2,Phuket,Canada,"English, French",Other
424,1,4,1,3,5,1,1,5,3,4,"Fri, Mon","[428, 406]",1.1,Ayutthaya,Russia,"Russian, English",Prefer not to say
425,4,5,5,3,1,5,5,4,1,4,"Thu, Mon, Sun, Wed, Fri","[170, 598, 281]",9.7,Phuket,UK,English,Female
426,3,2,1,1,1,5,1,3,3,2,"Tue, Wed, Sun, Mon","[381, 481, 577, 530, 477]",7.2,Chiang Mai,Thai,"Thai, English",Prefer not to say
427,5,2,4,3,4,2,4,5,4,4,"Wed, Thu, Sat, Sun","[928, 311, 57]",3.1,Chiang Mai,South Korea,"Korean, English",Female
428,3,2,1,3,5,1,5,4,3,1,"Sat, Tue","[929, 328, 603, 375]",7.3,Chonburi,India,"Hindi, English",Female
429,2,5,1,5,4,2,5,3,1,5,"Sat, Sun, Thu, Tue","[974, 701]",3.0,Nakhon Si Thammarat,Spain,"Spanish, English",Prefer not to say
430,3,3,1,4,4,5,3,5,1,2,"Sat, Mon, Fri","[912, 793, 472, 572]",2.3,Bangkok,Netherlands,"Dutch, English",Other
431,5,5,3,1,3,4,2,5,2,5,"Mon, Wed, Fri, Sat","[561, 169]",8.5,Nakhon Si Thammarat,USA,English,Male
432,1,1,5,1,5,3,1,5,3,5,"Tue, Fri","[455, 976, 42, 461, 214]",5.1,Chonburi,Thai,"Thai, English",Prefer not to say
433,2,1,4,2,5,5,4,4,1,3,"Fri, Thu, Sat","[101, 623, 591, 292]",1.3,Surat Thani,Japan,"Japanese, English",Prefer not to say
434,5,5,4,5,4,3,1,4,4,4,"Thu, Mon, Fri, Tue, Wed","[201, 799, 265, 385, 337]",9.0,Pattaya,Japan,"Japanese, English",Other
435,4,5,3,3,2,4,3,4,3,1,"Thu, Sat","[742, 121]",1.6,Ayutthaya,Australia,English,Prefer not to say
436,3,2,1,3,2,2,2,1,5,3,"Mon, Sat, Fri, Wed, Tue","[772, 140, 704, 268]",2.0,Bangkok,Germany,"German, English",Other
437,4,2,1,4,4,3,2,1,5,2,"Wed, Fri, Sat, Sun","[255, 308, 281]",9.4,Bangkok,UK,English,Prefer not to say
438,4,5,3,4,5,5,4,5,3,3,"Fri, Mon, Sat","[403, 201]",2.4,Chonburi,Brazil,"Portuguese, English",Female
439,4,5,5,2,2,1,3,2,3,2,"Sun, Tue, Thu","[741, 966, 551, 549, 431]",9.0,Chonburi,China,"Mandarin, English",Male
440,5,1,5,5,3,3,2,5,4,3,"Fri, Mon, Thu, Wed, Sat","[32, 777, 417, 394]",3.3,Phuket,Australia,English,Female
441,5,1,5,4,4,5,3,2,4,5,"Thu, Wed",[715],1.1,Bangkok,Netherlands,"Dutch, English",Male
442,4,4,2,5,1,2,4,3,2,5,"Sat, Wed",[716],1.1,Phuket,Sweden,"Swedish, English",Female
443,1,1,1,3,2,2,3,3,2,5,"Thu, Tue, Fri","[366, 475, 999]",7.3,Ayutthaya,Brazil,"Portuguese, English",Prefer not to say
444,3,4,2,3,4,4,1,4,2,1,"Fri, Sat","[507, 817, 151]",2.3,Udon Thani,France,"French, English",Prefer not to say
445,4,4,5,1,3,1,2,4,1,2,"Wed, Sun, Tue, Mon","[716, 203, 879, 934]",6.7,Bangkok,India,"Hindi, English",Female
446,3,1,3,2,1,3,1,4,3,3,"Sun, Thu, Sat",[647],7.4,Bangkok,Netherlands,"Dutch, English",Female
447,5,4,5,2,4,5,2,3,1,2,"Wed, Sun","[277, 825]",2.1,Nakhon Si Thammarat,UK,English,Prefer not to say
448,3,5,2,3,2,5,2,2,5,1,"Sat, Thu","[737, 124, 655, 220]",9.5,Lampang,Brazil,"Portuguese, English",Female
449,1,3,5,4,1,5,4,4,1,5,"Thu, Wed, Sat, Tue, Sun","[821, 51]",2.2,Phuket,Canada,"English, French",Female
450,3,1,2,4,1,1,1,4,1,1,"Wed, Fri, Tue, Sun","[429, 304, 147, 59, 646]",4.4,Chiang Mai,China,"Mandarin, English",Other
451,4,5,1,1,5,5,1,3,5,1,"Thu, Mon, Fri, Tue","[586, 634]",5.4,Ratchaburi,Spain,"Spanish, English",Other
452,2,5,4,1,4,2,1,5,1,4,"Tue, Mon, Sun, Sat","[398, 622, 686, 165]",10.0,Nakhon Si Thammarat,UK,English,Male
453,2,2,5,2,4,4,5,1,4,2,"Sat, Thu, Fri, Wed","[584, 693]",6.0,Bangkok,Thai,"Thai, English",Other
454,5,5,1,1,4,4,4,2,3,5,"Sun, Mon, Fri, Sat, Wed",[891],5.4,Rayong,India,"Hindi, English",Prefer not to say
455,2,2,1,2,2,5,1,2,2,4,"Fri, Sun, Mon, Sat","[750, 483, 135]",9.1,Ayutthaya,Canada,"English, French",Male
456,3,2,3,3,1,5,1,5,1,1,"Tue, Mon, Sat, Fri","[86, 605, 33, 175]",2.6,Phuket,UK,English,Prefer not to say
457,1,4,5,3,2,5,2,2,2,1,"Tue, Wed",[470],8.5,Udon Thani,China,"Mandarin, English",Other
458,4,5,1,3,4,1,4,4,1,3,"Tue, Fri, Wed, Sun, Thu","[295, 792]",7.0,Nakhon Si Thammarat,Japan,"Japanese, English",Prefer not to say
459,1,1,3,5,1,2,5,4,1,5,"Tue, Wed, Sun, Fri, Thu","[61, 29, 496, 652, 121]",8.7,Bangkok,Brazil,"Portuguese, English",Other
460,2,2,5,3,1,4,2,2,1,2,"Sun, Thu, Sat, Tue, Wed","[132, 902, 208]",3.4,Bangkok,Sweden,"Swedish, English",Other
461,3,4,1,1,2,3,4,4,3,1,"Mon, Wed","[892, 556, 176, 794, 379]",8.7,Rayong,China,"Mandarin, English",Prefer not to say
462,3,5,5,4,3,1,4,2,3,5,"Wed, Thu, Sun, Fri, Mon",[852],3.8,Lampang,Sweden,"Swedish, English",Other
463,3,2,4,4,3,4,5,2,2,3,"Fri, Mon, Thu, Sun, Sat","[144, 929]",9.9,Hat Yai,Canada,"English, French",Male
464,5,2,1,1,3,5,4,3,2,2,"Sun, Thu, Mon, Tue","[618, 186, 363, 516]",6.7,Ayutthaya,Australia,English,Other
465,5,3,4,3,5,4,4,5,1,1,"Wed, Sat","[913, 841, 747, 933, 113]",3.1,Chonburi,Thai,"Thai, English",Male
466,3,5,3,2,3,3,3,2,3,2,"Wed, Tue, Sat, Sun, Mon","[878, 451, 336, 11]",4.3,Samut Prakan,Australia,English,Prefer not to say
467,4,2,3,2,2,4,5,2,2,2,"Fri, Wed, Mon, Thu, Tue","[405, 513]",1.2,Pattaya,Japan,"Japanese, English",Other
468,3,5,2,4,3,4,2,3,4,3,"Mon, Thu, Sun, Sat, Fri","[849, 857, 117, 923, 113]",9.2,Nakhon Ratchasima,Spain,"Spanish, English",Female
469,4,3,4,4,3,5,4,4,2,4,"Mon, Wed, Fri, Sun, Thu","[678, 63, 690]",9.5,Ayutthaya,South Korea,"Korean, English",Female
470,3,5,3,1,2,3,3,4,3,4,"Mon, Wed, Thu, Fri, Tue","[78, 937, 973, 260]",5.8,Rayong,France,"French, English",Other
471,3,5,1,1,5,2,4,1,5,2,"Sat, Fri, Sun, Thu, Wed","[646, 356, 882, 137]",8.0,Udon Thani,Russia,"Russian, English",Other
472,5,3,1,2,1,3,2,3,2,1,"Thu, Wed, Sat","[953, 159, 470, 684]",1.1,Bangkok,Canada,"English, French",Male
473,2,5,4,5,2,2,4,4,1,1,"Mon, Sun, Tue","[550, 278]",6.5,Udon Thani,Russia,"Russian, English",Male
474,3,3,4,3,1,3,3,4,3,5,"Mon, Wed, Fri",[541],5.3,Samut Prakan,Germany,"German, English",Other
475,4,5,5,5,5,2,1,5,2,5,"Mon, Sat, Wed, Sun","[828, 159]",7.7,Samut Prakan,Netherlands,"Dutch, English",Male
476,1,4,3,2,4,3,2,1,4,1,"Tue, Sat, Thu","[511, 963, 463]",2.0,Phuket,South Korea,"Korean, English",Other
477,4,3,3,2,3,3,4,2,1,5,"Mon, Tue, Thu","[452, 925]",9.5,Ayutthaya,Germany,"German, English",Prefer not to say
478,4,5,5,3,5,4,3,1,1,3,"Mon, Wed, Thu",[420],1.1,Ayutthaya,Japan,"Japanese, English",Female
479,2,2,1,1,4,5,3,3,1,1,"Wed, Tue, Sun, Sat, Fri","[490, 541, 755, 907, 655]",5.3,Rayong,USA,English,Female
480,3,2,4,5,1,3,1,5,1,2,"Thu, Sun, Mon, Fri, Wed","[653, 56, 137, 862]",8.8,Pattaya,Brazil,"Portuguese, English",Female
481,5,1,4,2,5,4,3,1,4,4,"Sat, Sun, Tue","[658, 958, 244, 118, 934]",6.4,Phuket,China,"Mandarin, English",Female
482,2,3,2,5,4,2,4,1,2,5,"Mon, Thu","[841, 291, 172, 91]",5.2,Samut Prakan,Spain,"Spanish, English",Other
483,5,5,2,5,1,2,4,4,1,5,"Fri, Mon",[859],9.7,Bangkok,Sweden,"Swedish, English",Female
484,3,1,4,5,5,4,5,1,1,3,"Tue, Sat, Mon","[397, 843, 304]",4.2,Samut Prakan,Brazil,"Portuguese, English",Male
485,5,3,5,5,1,1,3,2,1,1,"Wed, Fri, Sat","[571, 775, 640, 504]",2.3,Bangkok,South Korea,"Korean, English",Other
486,1,2,1,4,2,3,5,4,5,2,"Tue, Thu","[257, 333, 592, 115, 879]",5.9,Samut Prakan,Japan,"Japanese, English",Female
487,3,1,3,2,2,4,5,1,4,1,"Wed, Tue, Sun, Thu, Fri","[910, 935, 996, 791, 481]",8.1,Pattaya,Brazil,"Portuguese, English",Male
488,5,5,5,4,4,1,3,2,4,4,"Sat, Sun","[448, 724, 164, 690]",3.2,Udon Thani,Russia,"Russian, English",Other
489,4,4,4,5,3,4,5,4,3,3,"Tue, Mon, Wed, Fri","[147, 800, 950]",1.4,Hat Yai,South Korea,"Korean, English",Female
490,1,5,5,2,4,2,1,5,4,5,"Thu, Wed, Fri, Sat",[321],4.2,Chiang Mai,UK,English,Prefer not to say
491,1,4,3,1,1,2,1,3,4,3,"Thu, Fri, Wed, Mon, Sun","[154, 658, 134]",4.0,Bangkok,UK,English,Female
492,4,3,4,5,3,5,3,3,1,1,"Tue, Fri, Wed, Mon","[826, 411, 409, 833]",1.7,Hat Yai,Germany,"German, English",Prefer not to say
493,5,2,4,4,1,5,5,3,4,4,"Mon, Sun, Sat","[368, 105, 957, 103]",8.8,Udon Thani,UK,English,Female
494,4,2,3,2,2,2,1,5,4,5,"Tue, Fri, Wed","[340, 605, 739, 129, 306]",6.1,Surat Thani,USA,English,Other
495,4,4,4,1,5,2,5,5,4,1,"Thu, Tue, Fri, Mon, Sat","[879, 115, 373, 738]",8.6,Udon Thani,Germany,"German, English",Prefer not to say
496,1,4,2,2,3,5,2,3,3,2,"Sun, Tue, Wed, Thu",[642],4.0,Nakhon Ratchasima,Australia,English,Female
497,4,4,4,5,2,5,2,1,2,4,"Mon, Tue",[751],8.0,Bangkok,Sweden,"Swedish, English",Male
498,4,3,4,3,2,3,1,2,2,4,"Sun, Thu, Sat, Wed","[988, 52]",5.3,Lampang,Brazil,"Portuguese, English",Male
499,2,1,3,5,4,5,3,1,3,5,"Sun, Tue, Sat, Wed, Mon","[461, 535, 329]",4.0,Surat Thani,Australia,English,Prefer not to say
500,2,4,1,4,5,3,3,4,1,4,"Fri, Sun, Wed, Sat, Tue","[513, 966]",1.2,Udon Thani,Canada,"English, French",Prefer not to say
501,3,5,1,2,2,1,5,2,2,5,"Wed, Mon, Sun",[52],6.6,Rayong,Russia,"Russian, English",Prefer not to say
502,2,2,4,3,5,2,2,2,3,5,"Mon, Sun, Wed, Fri",[750],5.5,Pattaya,Russia,"Russian, English",Other
503,2,3,4,5,1,1,5,3,2,5,"Tue, Sun, Wed, Fri, Thu","[969, 251, 892, 57]",8.4,Nakhon Si Thammarat,Canada,"English, French",Female
504,1,2,2,5,3,1,4,3,3,1,"Thu, Wed, Tue, Mon, Sun","[222, 267]",9.2,Rayong,Canada,"English, French",Female
505,5,2,1,1,2,4,4,5,3,5,"Sat, Thu","[857, 714, 39]",5.9,Khon Kaen,Russia,"Russian, English",Female
506,5,2,4,5,3,1,3,2,2,2,"Sun, Tue, Wed",[625],9.9,Ayutthaya,Thai,"Thai, English",Female
507,3,1,1,1,1,5,4,5,3,4,"Sat, Tue, Sun, Fri",[865],4.7,Lampang,China,"Mandarin, English",Male
508,4,4,4,3,3,3,3,3,4,4,"Thu, Tue, Fri, Wed, Sat",[872],2.5,Ayutthaya,Germany,"German, English",Other
509,1,5,4,5,1,2,2,1,5,1,"Tue, Sat, Sun","[254, 335, 962]",6.1,Udon Thani,India,"Hindi, English",Male
510,1,5,1,2,2,5,4,1,1,2,"Fri, Tue","[459, 967]",6.6,Surat Thani,Spain,"Spanish, English",Prefer not to say
511,5,3,5,1,4,5,4,2,4,4,"Mon, Sat, Wed","[867, 23]",7.2,Rayong,USA,English,Female
512,3,1,5,1,1,3,4,1,4,2,"Fri, Sun, Mon",[363],8.5,Ratchaburi,Spain,"Spanish, English",Male
513,1,1,5,1,1,5,4,2,1,1,"Tue, Mon","[971, 961, 728]",1.0,Lampang,Spain,"Spanish, English",Male
514,3,3,1,2,3,1,4,4,5,3,"Mon, Wed, Tue, Sun, Sat",[671],4.2,Hat Yai,Spain,"Spanish, English",Other
515,4,4,4,1,5,5,5,3,5,4,"Sat, Wed, Tue","[38, 502, 261]",5.9,Phuket,Japan,"Japanese, English",Other
516,2,3,5,1,4,5,2,1,1,1,"Tue, Sun, Fri, Sat, Mon","[477, 397, 20, 315]",6.8,Hat Yai,UK,English,Male
517,2,1,4,3,2,4,2,2,3,2,"Tue, Mon, Wed, Thu",[806],7.1,Hat Yai,Germany,"German, English",Female
518,5,2,4,1,3,2,4,5,2,5,"Fri, Sun, Wed","[353, 110, 172]",6.5,Nakhon Si Thammarat,USA,English,Prefer not to say
519,3,1,1,3,1,5,4,2,5,5,"Thu, Sun, Wed, Sat","[570, 535, 52]",9.0,Samut Prakan,Spain,"Spanish, English",Prefer not to say
520,2,3,5,3,3,1,5,4,5,4,"Thu, Fri",[861],4.8,Hat Yai,Russia,"Russian, English",Other
521,5,3,2,2,1,3,1,4,5,5,"Tue, Fri, Mon",[400],8.9,Udon Thani,Netherlands,"Dutch, English",Prefer not to say
522,2,4,3,2,1,3,2,3,4,5,"Wed, Sat, Sun, Fri",[529],7.1,Pattaya,Canada,"English, French",Female
523,1,4,2,1,1,5,4,2,1,1,"Thu, Sat, Mon, Sun, Tue","[706, 692, 430]",8.8,Rayong,Germany,"German, English",Female
524,5,5,2,5,3,1,5,3,4,1,"Fri, Wed, Sat, Thu, Sun","[188, 825, 757, 10, 307]",9.3,Ayutthaya,Germany,"German, English",Other
525,5,2,2,3,4,3,2,4,2,2,"Mon, Sat",[300],8.6,Nakhon Si Thammarat,Netherlands,"Dutch, English",Prefer not to say
526,4,5,4,1,2,1,5,2,4,5,"Wed, Sat, Fri, Mon",[958],3.0,Ayutthaya,India,"Hindi, English",Other
527,1,2,2,3,4,3,5,4,2,2,"Sat, Sun, Thu, Fri, Tue","[822, 836, 954, 684, 779]",8.0,Lampang,Brazil,"Portuguese, English",Other
528,5,4,5,5,5,3,2,5,2,3,"Sat, Wed, Mon, Sun","[797, 126, 597, 603, 902]",7.4,Bangkok,Russia,"Russian, English",Other
529,3,2,3,4,1,3,2,3,5,4,"Thu, Sat, Tue","[253, 790, 214]",4.1,Nakhon Ratchasima,Russia,"Russian, English",Other
530,2,3,2,3,1,5,5,2,5,4,"Mon, Fri, Thu","[872, 768, 12, 121, 752]",2.1,Rayong,Thai,"Thai, English",Other
531,2,3,1,4,3,4,4,1,1,2,"Sat, Tue, Sun, Fri, Mon","[845, 495]",4.2,Nakhon Si Thammarat,India,"Hindi, English",Male
532,3,4,5,3,3,2,4,1,4,4,"Sat, Fri, Mon, Wed, Sun","[892, 185, 758, 130]",3.7,Ratchaburi,USA,English,Female
533,3,5,4,3,1,1,2,2,4,3,"Sun, Sat, Fri, Mon, Tue","[436, 187]",8.8,Lampang,Sweden,"Swedish, English",Other
534,5,1,4,4,2,5,2,1,1,3,"Mon, Thu, Wed, Sun, Tue","[136, 420]",1.1,Ratchaburi,Japan,"Japanese, English",Other
535,2,3,4,5,4,5,3,2,5,5,"Wed, Sat, Mon","[665, 543]",4.0,Phuket,Canada,"English, French",Male
536,5,5,5,1,2,2,1,5,5,5,"Sat, Sun, Fri, Thu, Wed","[771, 17, 847]",3.2,Rayong,Sweden,"Swedish, English",Other
537,4,3,1,4,1,1,2,1,4,1,"Fri, Wed, Mon, Sun","[12, 258, 798, 362, 50]",9.3,Phuket,China,"Mandarin, English",Prefer not to say
538,1,5,2,2,5,2,1,5,5,2,"Mon, Tue, Fri","[671, 790, 181]",5.8,Rayong,Germany,"German, English",Other
539,2,1,4,4,4,2,3,5,4,2,"Thu, Sun","[218, 650, 360]",3.5,Nakhon Ratchasima,Germany,"German, English",Female
540,5,5,4,3,3,3,2,2,3,4,"Fri, Thu, Wed, Sun, Sat","[207, 682]",8.6,Pattaya,India,"Hindi, English",Female
541,1,3,4,3,1,4,4,4,5,4,"Mon, Fri","[509, 381, 702, 844]",8.6,Samut Prakan,India,"Hindi, English",Other
542,2,4,2,4,4,4,1,4,1,2,"Mon, Thu, Tue","[712, 728, 144, 317, 896]",7.2,Khon Kaen,Netherlands,"Dutch, English",Female
543,1,4,5,4,4,2,3,4,4,4,"Fri, Thu, Sat","[685, 732]",7.3,Samut Prakan,Thai,"Thai, English",Prefer not to say
544,4,3,4,5,1,1,4,2,4,1,"Sat, Mon, Fri, Tue","[29, 576, 358]",7.5,Ayutthaya,Netherlands,"Dutch, English",Male
545,2,2,3,5,2,1,2,2,2,3,"Thu, Sat, Wed, Tue, Sun","[987, 115, 981, 268, 216]",5.0,Lampang,Japan,"Japanese, English",Prefer not to say
546,3,4,4,3,5,3,3,3,5,1,"Tue, Sat, Wed, Fri",[845],7.5,Surat Thani,Japan,"Japanese, English",Male
547,1,1,2,2,5,1,3,3,4,4,"Mon, Sun","[130, 188, 633]",5.2,Phuket,South Korea,"Korean, English",Other
548,3,1,5,1,4,3,2,3,4,2,"Wed, Tue, Sun","[656, 803, 868, 812, 1000]",2.3,Udon Thani,Brazil,"Portuguese, English",Female
549,1,2,3,5,4,2,1,2,5,3,"Mon, Fri, Tue, Sat, Sun","[321, 291, 265, 61, 582]",3.0,Ratchaburi,Russia,"Russian, English",Male
550,5,3,3,5,5,1,3,1,2,5,"Sun, Fri, Mon","[180, 231, 543, 878]",1.9,Ratchaburi,USA,English,Female
551,5,4,1,1,2,1,5,5,3,2,"Sun, Wed, Thu, Sat","[324, 645, 356, 643]",3.5,Ratchaburi,Japan,"Japanese, English",Female
552,2,4,4,5,4,2,5,4,1,3,"Mon, Fri, Tue, Sat, Sun","[888, 207, 990]",9.1,Chonburi,Netherlands,"Dutch, English",Prefer not to say
553,4,1,5,2,5,1,3,1,2,4,"Mon, Sat, Fri, Tue, Thu","[505, 35]",8.2,Chiang Mai,Sweden,"Swedish, English",Other
554,2,1,1,5,3,3,5,5,1,3,"Fri, Mon, Sat, Tue","[885, 199, 579, 190]",3.4,Nakhon Ratchasima,Russia,"Russian, English",Female
555,4,5,1,4,2,1,4,2,2,1,"Sat, Sun, Wed, Fri","[636, 317]",9.0,Phuket,South Korea,"Korean, English",Female
556,1,2,5,1,4,3,4,2,2,1,"Sun, Mon, Tue","[379, 313, 700, 696]",5.6,Khon Kaen,China,"Mandarin, English",Prefer not to say
557,1,1,1,5,5,4,4,4,5,5,"Sun, Fri, Wed",[111],1.3,Phuket,India,"Hindi, English",Female
558,1,4,1,4,1,3,1,4,5,2,"Tue, Thu","[811, 616, 93]",6.0,Rayong,Russia,"Russian, English",Other
559,2,2,4,1,5,2,5,3,1,2,"Fri, Wed, Sun, Sat, Thu",[68],8.6,Surat Thani,Australia,English,Other
560,3,3,5,2,3,3,3,1,1,2,"Fri, Tue, Wed, Thu","[520, 118, 232]",1.5,Phuket,Australia,English,Prefer not to say
561,4,1,3,4,3,5,3,2,5,1,"Thu, Sat, Wed, Fri, Mon","[783, 734, 634, 39]",9.1,Bangkok,Japan,"Japanese, English",Male
562,4,2,4,1,5,1,1,3,3,3,"Fri, Thu, Mon","[830, 210, 685]",4.8,Lampang,Russia,"Russian, English",Female
563,4,5,2,2,1,5,4,4,3,5,"Sat, Mon, Thu, Wed, Sun","[78, 944, 926, 368, 763]",7.9,Ayutthaya,China,"Mandarin, English",Female
564,2,5,3,5,3,4,1,2,1,3,"Wed, Sun, Tue, Thu, Mon","[478, 861, 864]",3.2,Chiang Mai,Australia,English,Prefer not to say
565,1,3,4,5,3,4,5,1,2,4,"Mon, Sat, Thu, Sun, Fri","[803, 490, 847, 638]",7.9,Udon Thani,Brazil,"Portuguese, English",Male
566,4,4,5,1,4,3,4,2,3,5,"Sun, Thu","[964, 465]",2.5,Rayong,Japan,"Japanese, English",Male
567,3,4,3,2,3,1,3,2,3,1,"Fri, Mon","[128, 7, 940, 980, 12]",4.6,Surat Thani,South Korea,"Korean, English",Female
568,4,1,1,4,4,4,5,3,3,3,"Sat, Tue, Sun","[433, 887]",7.1,Rayong,France,"French, English",Male
569,3,1,2,1,2,3,2,2,1,1,"Wed, Sun, Sat","[829, 158, 724]",9.8,Rayong,USA,English,Female
